REF_DATE,GEO,DGUID,Flowers and plants,Output,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010,Prince Edward Island,2016A000211,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221155,3.4.2,1622000,E,,,0
2010,Prince Edward Island,2016A000211,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221166,3.5.1,66600,,,,0
2010,Prince Edward Island,2016A000211,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221177,3.5.2,86750,,,,0
2010,Nova Scotia,2016A000212,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221079,4.1.1,1173735,,,,0
2010,Nova Scotia,2016A000212,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221090,4.1.2,5253940,,,,0
2010,Nova Scotia,2016A000212,Total cuttings [1151433],Production (number),Number,223,units,0,v52221101,4.2.1,,x,,,0
2010,Nova Scotia,2016A000212,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221112,4.2.2,,x,,,0
2010,Nova Scotia,2016A000212,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221123,4.3.1,,x,,,0
2010,Nova Scotia,2016A000212,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221134,4.3.2,,x,,,0
2010,Nova Scotia,2016A000212,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221145,4.4.1,5552040,,,,0
2010,Nova Scotia,2016A000212,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221156,4.4.2,2688915,,,,0
2010,Nova Scotia,2016A000212,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221167,4.5.1,1782205,,,,0
2010,Nova Scotia,2016A000212,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221178,4.5.2,551580,,,,0
2010,New Brunswick,2016A000213,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221080,5.1.1,2896580,,,,0
2010,New Brunswick,2016A000213,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221091,5.1.2,10532400,,,,0
2010,New Brunswick,2016A000213,Total cuttings [1151433],Production (number),Number,223,units,0,v52221102,5.2.1,,x,,,0
2010,New Brunswick,2016A000213,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221113,5.2.2,,x,,,0
2010,New Brunswick,2016A000213,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221124,5.3.1,78029,E,,,0
2010,New Brunswick,2016A000213,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221135,5.3.2,74000,,,,0
2010,New Brunswick,2016A000213,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221146,5.4.1,,x,,,0
2010,New Brunswick,2016A000213,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221157,5.4.2,13179100,,,,0
2010,New Brunswick,2016A000213,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221168,5.5.1,,x,,,0
2010,New Brunswick,2016A000213,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221179,5.5.2,1612165,,,,0
2010,Quebec,2016A000224,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221081,6.1.1,36985635,,,,0
2010,Quebec,2016A000224,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221092,6.1.2,110868850,,,,0
2010,Quebec,2016A000224,Total cuttings [1151433],Production (number),Number,223,units,0,v52221103,6.2.1,,F,,,0
2010,Quebec,2016A000224,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221114,6.2.2,,x,,,0
2010,Quebec,2016A000224,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221125,6.3.1,,F,,,0
2010,Quebec,2016A000224,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221136,6.3.2,,F,,,0
2010,Quebec,2016A000224,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221147,6.4.1,65651340,,,,0
2010,Quebec,2016A000224,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221158,6.4.2,25766600,,,,0
2010,Quebec,2016A000224,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221169,6.5.1,,x,,,0
2010,Quebec,2016A000224,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221180,6.5.2,13152880,,,,0
2010,Ontario,2016A000235,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221082,7.1.1,135483533,,,,0
2010,Ontario,2016A000235,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221093,7.1.2,360589945,,,,0
2010,Ontario,2016A000235,Total cuttings [1151433],Production (number),Number,223,units,0,v52221104,7.2.1,35854585,E,,,0
2010,Ontario,2016A000235,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221115,7.2.2,23949200,E,,,0
2010,Ontario,2016A000235,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221126,7.3.1,207167520,,,,0
2010,Ontario,2016A000235,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221137,7.3.2,88361340,,,,0
2010,Ontario,2016A000235,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221148,7.4.1,155400510,,,,0
2010,Ontario,2016A000235,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221159,7.4.2,65827775,,,,0
2010,Ontario,2016A000235,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221170,7.5.1,395155859,,,,0
2010,Ontario,2016A000235,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221181,7.5.2,43688100,,,,0
2010,Manitoba,2016A000246,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221083,8.1.1,5334690,,,,0
2010,Manitoba,2016A000246,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221094,8.1.2,16024740,,,,0
2010,Manitoba,2016A000246,Total cuttings [1151433],Production (number),Number,223,units,0,v52221105,8.2.1,,F,,,0
2010,Manitoba,2016A000246,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221116,8.2.2,,F,,,0
2010,Manitoba,2016A000246,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221127,8.3.1,,x,,,0
2010,Manitoba,2016A000246,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221138,8.3.2,,x,,,0
2010,Manitoba,2016A000246,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221149,8.4.1,,x,,,0
2010,Manitoba,2016A000246,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221160,8.4.2,14831755,,,,0
2010,Manitoba,2016A000246,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221171,8.5.1,4786230,,,,0
2010,Manitoba,2016A000246,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221182,8.5.2,2838900,,,,0
2010,Saskatchewan,2016A000247,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221084,9.1.1,2707635,,,,0
2010,Saskatchewan,2016A000247,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221095,9.1.2,9061685,,,,0
2010,Saskatchewan,2016A000247,Total cuttings [1151433],Production (number),Number,223,units,0,v52221106,9.2.1,,F,,,0
2010,Saskatchewan,2016A000247,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221117,9.2.2,,F,,,0
2010,Saskatchewan,2016A000247,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221128,9.3.1,0,,,,0
2010,Saskatchewan,2016A000247,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221139,9.3.2,0,,,,0
2010,Saskatchewan,2016A000247,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221150,9.4.1,12691280,,,,0
2010,Saskatchewan,2016A000247,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221161,9.4.2,5171850,,,,0
2010,Saskatchewan,2016A000247,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221172,9.5.1,2215440,,,,0
2010,Saskatchewan,2016A000247,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221183,9.5.2,967010,,,,0
2010,Alberta,2016A000248,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221085,10.1.1,11173350,,,,0
2010,Alberta,2016A000248,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221096,10.1.2,37555560,,,,0
2010,Alberta,2016A000248,Total cuttings [1151433],Production (number),Number,223,units,0,v52221107,10.2.1,,F,,,0
2010,Alberta,2016A000248,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221118,10.2.2,,F,,,0
2010,Alberta,2016A000248,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221129,10.3.1,,F,,,0
2010,Alberta,2016A000248,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221140,10.3.2,,F,,,0
2010,Alberta,2016A000248,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221151,10.4.1,32314475,,,,0
2010,Alberta,2016A000248,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221162,10.4.2,22499850,,,,0
2010,Alberta,2016A000248,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221173,10.5.1,4644815,,,,0
2010,Alberta,2016A000248,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221184,10.5.2,2370360,,,,0
2010,British Columbia,2016A000259,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221086,11.1.1,38569225,,,,0
2010,British Columbia,2016A000259,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221097,11.1.2,147029145,,,,0
2010,British Columbia,2016A000259,Total cuttings [1151433],Production (number),Number,223,units,0,v52221108,11.2.1,35732690,,,,0
2010,British Columbia,2016A000259,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221119,11.2.2,,F,,,0
2010,British Columbia,2016A000259,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221130,11.3.1,95609885,,,,0
2010,British Columbia,2016A000259,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221141,11.3.2,37602920,,,,0
2010,British Columbia,2016A000259,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221152,11.4.1,41022945,,,,0
2010,British Columbia,2016A000259,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221163,11.4.2,26688355,,,,0
2010,British Columbia,2016A000259,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221174,11.5.1,,F,,,0
2010,British Columbia,2016A000259,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221185,11.5.2,,F,,,0
2011,Canada,2016A000011124,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221087,1.1.1,207589445,,,,0
2011,Canada,2016A000011124,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221098,1.1.2,669373110,,,,0
2011,Canada,2016A000011124,Total cuttings [1151433],Production (number),Number,223,units,0,v52221109,1.2.1,103269885,,,,0
2011,Canada,2016A000011124,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221120,1.2.2,74012485,,,,0
2011,Canada,2016A000011124,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221131,1.3.1,302623610,,,,0
2011,Canada,2016A000011124,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221142,1.3.2,140962625,,,,0
2011,Canada,2016A000011124,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221153,1.4.1,441895075,,,,0
2011,Canada,2016A000011124,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221164,1.4.2,157666830,,,,0
2011,Canada,2016A000011124,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221175,1.5.1,962353125,E,,,0
2011,Canada,2016A000011124,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221186,1.5.2,103031335,,,,0
2011,Newfoundland and Labrador,2016A000210,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221077,2.1.1,816960,,,,0
2011,Newfoundland and Labrador,2016A000210,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221088,2.1.2,3989550,,,,0
2011,Newfoundland and Labrador,2016A000210,Total cuttings [1151433],Production (number),Number,223,units,0,v52221099,2.2.1,0,,,,0
2011,Newfoundland and Labrador,2016A000210,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221110,2.2.2,0,,,,0
2011,Newfoundland and Labrador,2016A000210,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221121,2.3.1,,x,,,0
2011,Newfoundland and Labrador,2016A000210,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221132,2.3.2,,x,,,0
2011,Newfoundland and Labrador,2016A000210,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221143,2.4.1,4281330,,,,0
2011,Newfoundland and Labrador,2016A000210,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221154,2.4.2,2080825,,,,0
2011,Newfoundland and Labrador,2016A000210,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221165,2.5.1,321150,,,,0
2011,Newfoundland and Labrador,2016A000210,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221176,2.5.2,175795,,,,0
2011,Prince Edward Island,2016A000211,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221078,3.1.1,127105,,,,0
2011,Prince Edward Island,2016A000211,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221089,3.1.2,539205,,,,0
2011,Prince Edward Island,2016A000211,Total cuttings [1151433],Production (number),Number,223,units,0,v52221100,3.2.1,0,,,,0
2011,Prince Edward Island,2016A000211,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221111,3.2.2,0,,,,0
2011,Prince Edward Island,2016A000211,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221122,3.3.1,,x,,,0
2011,Prince Edward Island,2016A000211,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221133,3.3.2,,x,,,0
2011,Prince Edward Island,2016A000211,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221144,3.4.1,2418000,,,,0
2011,Prince Edward Island,2016A000211,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221155,3.4.2,1086500,,,,0
2011,Prince Edward Island,2016A000211,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221166,3.5.1,127055,,,,0
2011,Prince Edward Island,2016A000211,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221177,3.5.2,55645,,,,0
2011,Nova Scotia,2016A000212,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221079,4.1.1,1285505,,,,0
2011,Nova Scotia,2016A000212,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221090,4.1.2,5790370,,,,0
2011,Nova Scotia,2016A000212,Total cuttings [1151433],Production (number),Number,223,units,0,v52221101,4.2.1,0,,,,0
2011,Nova Scotia,2016A000212,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221112,4.2.2,0,,,,0
2011,Nova Scotia,2016A000212,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221123,4.3.1,,x,,,0
2011,Nova Scotia,2016A000212,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221134,4.3.2,,x,,,0
2011,Nova Scotia,2016A000212,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221145,4.4.1,4743825,,,,0
2011,Nova Scotia,2016A000212,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221156,4.4.2,2490615,,,,0
2011,Nova Scotia,2016A000212,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221167,4.5.1,1280695,,,,0
2011,Nova Scotia,2016A000212,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221178,4.5.2,507800,,,,0
2011,New Brunswick,2016A000213,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221080,5.1.1,3295655,,,,0
2011,New Brunswick,2016A000213,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221091,5.1.2,8746645,,,,0
2011,New Brunswick,2016A000213,Total cuttings [1151433],Production (number),Number,223,units,0,v52221102,5.2.1,,x,,,0
2011,New Brunswick,2016A000213,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221113,5.2.2,,x,,,0
2011,New Brunswick,2016A000213,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221124,5.3.1,,F,,,0
2011,New Brunswick,2016A000213,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221135,5.3.2,,F,,,0
2011,New Brunswick,2016A000213,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221146,5.4.1,,x,,,0
2011,New Brunswick,2016A000213,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221157,5.4.2,,x,,,0
2011,New Brunswick,2016A000213,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221168,5.5.1,13644170,,,,0
2011,New Brunswick,2016A000213,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221179,5.5.2,1940415,,,,0
2011,Quebec,2016A000224,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221081,6.1.1,25854850,,,,0
2011,Quebec,2016A000224,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221092,6.1.2,91375720,,,,0
2011,Quebec,2016A000224,Total cuttings [1151433],Production (number),Number,223,units,0,v52221103,6.2.1,,F,,,0
2011,Quebec,2016A000224,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221114,6.2.2,,x,,,0
2011,Quebec,2016A000224,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221125,6.3.1,,F,,,0
2011,Quebec,2016A000224,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221136,6.3.2,,F,,,0
2011,Quebec,2016A000224,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221147,6.4.1,71101850,,,,0
2011,Quebec,2016A000224,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221158,6.4.2,29951290,,,,0
2011,Quebec,2016A000224,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221169,6.5.1,,F,,,0
2011,Quebec,2016A000224,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221180,6.5.2,25220080,,,,0
2011,Ontario,2016A000235,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221082,7.1.1,116655420,,,,0
2011,Ontario,2016A000235,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221093,7.1.2,337775295,,,,0
2011,Ontario,2016A000235,Total cuttings [1151433],Production (number),Number,223,units,0,v52221104,7.2.1,41003875,,,,0
2011,Ontario,2016A000235,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221115,7.2.2,33758835,,,,0
2011,Ontario,2016A000235,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221126,7.3.1,204184210,,,,0
2011,Ontario,2016A000235,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221137,7.3.2,97964935,,,,0
2011,Ontario,2016A000235,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221148,7.4.1,158333405,,,,0
2011,Ontario,2016A000235,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221159,7.4.2,50164350,,,,0
2011,Ontario,2016A000235,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221170,7.5.1,401701600,,,,0
2011,Ontario,2016A000235,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221181,7.5.2,56505455,,,,0
2011,Manitoba,2016A000246,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221083,8.1.1,4710930,,,,0
2011,Manitoba,2016A000246,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221094,8.1.2,16465500,,,,0
2011,Manitoba,2016A000246,Total cuttings [1151433],Production (number),Number,223,units,0,v52221105,8.2.1,,F,,,0
2011,Manitoba,2016A000246,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221116,8.2.2,,x,,,0
2011,Manitoba,2016A000246,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221127,8.3.1,,x,,,0
2011,Manitoba,2016A000246,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221138,8.3.2,,x,,,0
2011,Manitoba,2016A000246,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221149,8.4.1,,x,,,0
2011,Manitoba,2016A000246,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221160,8.4.2,,x,,,0
2011,Manitoba,2016A000246,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221171,8.5.1,4348555,,,,0
2011,Manitoba,2016A000246,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221182,8.5.2,2584750,,,,0
2011,Saskatchewan,2016A000247,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221084,9.1.1,1737480,,,,0
2011,Saskatchewan,2016A000247,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221095,9.1.2,5835265,,,,0
2011,Saskatchewan,2016A000247,Total cuttings [1151433],Production (number),Number,223,units,0,v52221106,9.2.1,,x,,,0
2011,Saskatchewan,2016A000247,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221117,9.2.2,,x,,,0
2011,Saskatchewan,2016A000247,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221128,9.3.1,0,,,,0
2011,Saskatchewan,2016A000247,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221139,9.3.2,0,,,,0
2011,Saskatchewan,2016A000247,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221150,9.4.1,11252220,,,,0
2011,Saskatchewan,2016A000247,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221161,9.4.2,5243890,,,,0
2011,Saskatchewan,2016A000247,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221172,9.5.1,2117785,,,,0
2011,Saskatchewan,2016A000247,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221183,9.5.2,1193840,,,,0
2011,Alberta,2016A000248,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221085,10.1.1,8863310,,,,0
2011,Alberta,2016A000248,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221096,10.1.2,37770900,,,,0
2011,Alberta,2016A000248,Total cuttings [1151433],Production (number),Number,223,units,0,v52221107,10.2.1,,F,,,0
2011,Alberta,2016A000248,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221118,10.2.2,,F,,,0
2011,Alberta,2016A000248,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221129,10.3.1,,F,,,0
2011,Alberta,2016A000248,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221140,10.3.2,,F,,,0
2011,Alberta,2016A000248,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221151,10.4.1,21525350,,,,0
2011,Alberta,2016A000248,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221162,10.4.2,17241145,,,,0
2011,Alberta,2016A000248,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221173,10.5.1,5028740,,,,0
2011,Alberta,2016A000248,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221184,10.5.2,2621390,,,,0
2011,British Columbia,2016A000259,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221086,11.1.1,44242230,,,,0
2011,British Columbia,2016A000259,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221097,11.1.2,161084660,,,,0
2011,British Columbia,2016A000259,Total cuttings [1151433],Production (number),Number,223,units,0,v52221108,11.2.1,29583235,,,,0
2011,British Columbia,2016A000259,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221119,11.2.2,23433935,,,,0
2011,British Columbia,2016A000259,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221130,11.3.1,91238750,,,,0
2011,British Columbia,2016A000259,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221141,11.3.2,37269775,,,,0
2011,British Columbia,2016A000259,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221152,11.4.1,38544175,,,,0
2011,British Columbia,2016A000259,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221163,11.4.2,20040490,,,,0
2011,British Columbia,2016A000259,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221174,11.5.1,43549365,,,,0
2011,British Columbia,2016A000259,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221185,11.5.2,12226165,,,,0
2012,Canada,2016A000011124,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221087,1.1.1,212154980,,,,0
2012,Canada,2016A000011124,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221098,1.1.2,653415645,,,,0
2012,Canada,2016A000011124,Total cuttings [1151433],Production (number),Number,223,units,0,v52221109,1.2.1,94920909,,,,0
2012,Canada,2016A000011124,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221120,1.2.2,54091736,,,,0
2012,Canada,2016A000011124,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221131,1.3.1,321098974,,,,0
2012,Canada,2016A000011124,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221142,1.3.2,143398200,,,,0
2012,Canada,2016A000011124,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221153,1.4.1,543836556,,,,0
2012,Canada,2016A000011124,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221164,1.4.2,204654845,,,,0
2012,Canada,2016A000011124,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221175,1.5.1,767775159,,,,0
2012,Canada,2016A000011124,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221186,1.5.2,84904749,,,,0
2012,Newfoundland and Labrador,2016A000210,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221077,2.1.1,847815,,,,0
2012,Newfoundland and Labrador,2016A000210,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221088,2.1.2,4124395,,,,0
2012,Newfoundland and Labrador,2016A000210,Total cuttings [1151433],Production (number),Number,223,units,0,v52221099,2.2.1,0,,,,0
2012,Newfoundland and Labrador,2016A000210,Total cuttings [1151433],Sales,Dollars,81,units,0,v52221110,2.2.2,0,,,,0
2012,Newfoundland and Labrador,2016A000210,Total cut flowers [1151435],Production (number),Number,223,units,0,v52221121,2.3.1,,x,,,0
2012,Newfoundland and Labrador,2016A000210,Total cut flowers [1151435],Sales,Dollars,81,units,0,v52221132,2.3.2,,x,,,0
2012,Newfoundland and Labrador,2016A000210,Total ornamental bedding plants [115143411],Production (number),Number,223,units,0,v52221143,2.4.1,4215695,,,,0
2012,Newfoundland and Labrador,2016A000210,Total ornamental bedding plants [115143411],Sales,Dollars,81,units,0,v52221154,2.4.2,2194070,,,,0
2012,Newfoundland and Labrador,2016A000210,Total vegetable bedding plants [115143421],Production (number),Number,223,units,0,v52221165,2.5.1,332345,,,,0
2012,Newfoundland and Labrador,2016A000210,Total vegetable bedding plants [115143421],Sales,Dollars,81,units,0,v52221176,2.5.2,205330,,,,0
2012,Prince Edward Island,2016A000211,Total potted plants [1151431 + 1151432],Production (number),Number,223,units,0,v52221078,3.1.1,,F,,,0
2012,Prince Edward Island,2016A000211,Total potted plants [1151431 + 1151432],Sales,Dollars,81,units,0,v52221089,3.1.2,,F,,,0
2012,Prince Edward Island,2016A000211,Total cuttings [1151433],Production (number),Number,223,units,0,v52221100,3.2.1,0,,,,0
